"","id","year","season","mean","sd","latitude","longitude","sample"
"45","beauf",2006,"fall",18.7131339248,3.51429981239399,34.72,-76.67,62
"46","beauf",2006,"spring",22.1458147042345,3.32148333250122,34.72,-76.67,91
"47","beauf",2006,"summer",27.3606129891553,1.82713218246135,34.72,-76.67,92
"48","beauf",2006,"winter",11.5750825097816,1.53785697841781,34.72,-76.67,90
"49","beauf",2007,"fall",19.991568330356,4.5152489068347,34.72,-76.67,62
"50","beauf",2007,"spring",21.143316467013,4.21634567112023,34.72,-76.67,91
"51","beauf",2007,"summer",27.6375672606541,1.43936653998162,34.72,-76.67,92
"52","beauf",2007,"winter",11.7575452135936,2.77339975461982,34.72,-76.67,90
"53","beauf",2008,"fall",24.2353355836609,2.76174197407587,34.72,-76.67,44
"54","beauf",2008,"spring",27.227600833502,1.11053913117474,34.72,-76.67,30
"55","beauf",2008,"summer",28.2103320436218,1.31080745006871,34.72,-76.67,76
"56","beauf",2008,"winter",11.7845366279017,2.42791475939112,34.72,-76.67,17
"57","beauf",2009,"fall",17.0115616897,4.13672261232759,34.7200012207031,-76.6699981689453,92
"58","beauf",2009,"spring",21.943738554745,4.32197075101796,34.7200012207031,-76.6699981689453,91
"59","beauf",2009,"summer",26.9409544253991,1.57593713840706,34.7200012207031,-76.6699981689453,92
"60","beauf",2009,"winter",13.7849300161956,0.901723377572971,34.7200012207031,-76.6699981689453,5
"61","beauf",2010,"fall",15.1101469225572,6.2492382027978,34.7200012207031,-76.6699981689453,92
"62","beauf",2010,"spring",22.8669389734543,3.86062711566861,34.7200012207031,-76.6699981689453,91
"63","beauf",2010,"summer",27.7193033349977,1.09241263188304,34.7200012207031,-76.6699981689453,91
"64","beauf",2010,"winter",9.37201843158713,2.78314611991303,34.7200012207031,-76.6699981689453,90
"65","beauf",2011,"fall",16.4441117911311,3.43856257446793,34.7200012207031,-76.6699981689453,92
"66","beauf",2011,"spring",22.5940020002129,4.07912604756052,34.7200012207031,-76.6699981689453,91
"67","beauf",2011,"summer",27.2100205052746,2.05263743224186,34.7200012207031,-76.6699981689453,61
"68","beauf",2011,"winter",9.84586292260867,3.13616053145914,34.7200012207031,-76.6699981689453,90
"69","beauf",2012,"fall",15.9323188885419,4.55914637232983,34.7200012207031,-76.6699981689453,92
"70","beauf",2012,"spring",22.1662751881939,3.11298829295267,34.7200012207031,-76.6699981689453,91
"71","beauf",2012,"summer",27.444060422076,1.60585107403194,34.7200012207031,-76.6699981689453,92
"72","beauf",2012,"winter",12.6696363964686,2.88705952965075,34.7200012207031,-76.6699981689453,91
"73","beauf",2013,"fall",16.2509525563935,4.27894887845021,34.7200012207031,-76.6699981689453,92
"74","beauf",2013,"spring",20.8337459539735,4.33040580501643,34.7200012207031,-76.6699981689453,91
"75","beauf",2013,"summer",26.7419479746312,1.68359688804718,34.7200012207031,-76.6699981689453,92
"76","beauf",2013,"winter",10.8112991792804,1.48105958148229,34.7200012207031,-76.6699981689453,90
"77","beauf",2014,"fall",16.0396108577286,4.6802679426814,34.7169990539551,-76.6709976196289,92
"78","beauf",2014,"spring",21.5990050294152,4.32833723497964,34.7169990539551,-76.6709976196289,91
"79","beauf",2014,"summer",26.7868435432664,1.49655244131945,34.7169990539551,-76.6709976196289,92
"80","beauf",2014,"winter",9.18931926850997,2.23428717882991,34.7169990539551,-76.6709976196289,90
"81","beauf",2015,"fall",18.110109989289,2.99292843701817,34.7169990539551,-76.6709976196289,92
"82","beauf",2015,"spring",21.8680856046736,4.65263846623048,34.7169990539551,-76.6709976196289,91
"83","beauf",2015,"summer",26.7836352048783,1.32279039861235,34.7169990539551,-76.6709976196289,92
"84","beauf",2015,"winter",8.93824443252045,2.56869376531542,34.7169990539551,-76.6709976196289,90
"85","beauf",2016,"fall",15.6524588786082,4.65399645774697,34.7169990539551,-76.6709976196289,92
"86","beauf",2016,"spring",20.6227003683178,3.88403624183048,34.7169990539551,-76.6709976196289,91
"87","beauf",2016,"summer",27.2447530683122,1.33602938504786,34.7169990539551,-76.6709976196289,92
"88","beauf",2016,"winter",10.9762520827004,3.19588329730252,34.7169990539551,-76.6709976196289,91
"89","beauf",2017,"fall",16.7832442141187,4.70805964209277,34.7169990539551,-76.6709976196289,92
"90","beauf",2017,"spring",21.5388978898334,3.24188401701063,34.7169990539551,-76.6709976196289,91
"91","beauf",2017,"summer",25.4103555948386,1.63663263086906,34.7169990539551,-76.6709976196289,92
"92","beauf",2017,"winter",11.2403994168384,2.72955128692756,34.7169990539551,-76.6709976196289,90
"93","beauf",2018,"fall",17.8901128431573,5.12482158657124,34.7169990539551,-76.6709976196289,92
"94","beauf",2018,"spring",22.5606672069197,5.05911529778501,34.7169990539551,-76.6709976196289,91
"95","beauf",2018,"summer",28.3933262820113,1.1736348454907,34.7169990539551,-76.6709976196289,92
"96","beauf",2018,"winter",10.1952305630013,2.99600703745114,34.7169990539551,-76.6709976196289,90
"97","beauf",2019,"fall",17.4026399736819,4.99387865670067,34.7169990539551,-76.6709976196289,92
"98","beauf",2019,"spring",23.8496120272491,3.82289372119468,34.7169990539551,-76.6709976196289,84
"99","beauf",2019,"summer",28.2337966441062,1.36887611399939,34.7169990539551,-76.6709976196289,92
"100","beauf",2019,"winter",12.6775386301652,2.0637856193065,34.7169990539551,-76.6709976196289,90
"101","beauf",2020,"fall",18.0845026457098,4.4326825947316,34.7169990539551,-76.6709976196289,92
"102","beauf",2020,"spring",21.8100682244174,3.47434525939884,34.7169990539551,-76.6709976196289,91
"103","beauf",2020,"summer",28.2253489389383,2.21156593524795,34.7169990539551,-76.6709976196289,92
"104","beauf",2020,"winter",13.1070363419977,2.34561381370364,34.7169990539551,-76.6709976196289,91
"105","beauf",2021,"fall",17.9320116897535,4.43934387436286,34.7169990539551,-76.6709976196289,88
"106","beauf",2021,"spring",22.4261522974912,3.47352561537466,34.7169990539551,-76.6709976196289,91
"107","beauf",2021,"summer",28.2363070997848,1.43440546790803,34.7169990539551,-76.6709976196289,92
"108","beauf",2021,"winter",11.8936438276975,2.35472476907224,34.7169990539551,-76.6709976196289,73
"109","capefear",1995,"fall",18.619053648419,4.52001812308856,34.227,-77.953,62
"110","capefear",1995,"spring",22.3322008679152,3.47778944586218,34.227,-77.953,91
"111","capefear",1995,"summer",27.6182434876442,1.96895211355545,34.227,-77.953,92
"112","capefear",1995,"winter",11.150000451231,2.80583361276726,34.227,-77.953,90
"113","capefear",1996,"fall",17.4911372752098,3.97560999225236,34.227,-77.953,62
"114","capefear",1996,"spring",21.6141680907468,4.52633556642999,34.227,-77.953,91
"115","capefear",1996,"summer",26.9462910026769,1.33701230189048,34.227,-77.953,92
"116","capefear",1996,"winter",9.6132399051858,2.58193889792311,34.227,-77.953,91
"117","capefear",1997,"fall",18.6360404747063,3.93223010690694,34.227,-77.953,62
"118","capefear",1997,"spring",20.5324841796115,3.37090450256483,34.227,-77.953,91
"119","capefear",1997,"summer",26.8879341890703,1.44621392557002,34.227,-77.953,92
"120","capefear",1997,"winter",12.4137261010147,3.24450191855597,34.227,-77.953,90
"121","capefear",1998,"fall",19.4833696023212,3.42980167028044,34.227,-77.953,62
"122","capefear",1998,"spring",21.7733062577136,4.06508269204766,34.227,-77.953,91
"123","capefear",1998,"summer",27.5906772286734,1.24487498153825,34.227,-77.953,92
"124","capefear",1998,"winter",11.5342789669179,1.9158705257696,34.227,-77.953,90
"125","capefear",1999,"fall",19.4679537519387,2.91094720814181,34.227,-77.953,62
"126","capefear",1999,"spring",21.0697105641464,3.68299821673569,34.227,-77.953,91
"127","capefear",1999,"summer",27.1134726535542,2.28673363221851,34.227,-77.953,92
"128","capefear",1999,"winter",11.7394100606454,1.95873248701085,34.227,-77.953,90
"129","capefear",2000,"fall",18.209592683497,3.63399996391218,34.227,-77.953,62
"130","capefear",2000,"spring",22.822989011279,3.82799193355625,34.227,-77.953,86
"131","capefear",2000,"summer",26.7554155886209,1.44171870368845,34.227,-77.953,92
"132","capefear",2000,"winter",12.0424640777902,3.51904872954372,34.227,-77.953,91
"133","capefear",2001,"fall",18.4252757593031,2.73677736714916,34.227,-77.953,62
"134","capefear",2001,"spring",22.2342262062759,3.76417406074501,34.227,-77.953,91
"135","capefear",2001,"summer",26.8039199464944,1.76633863011554,34.227,-77.953,92
"136","capefear",2001,"winter",11.9426829689813,2.66142573242558,34.227,-77.953,90
"137","capefear",2002,"fall",19.3190028527567,4.25139486496254,34.227,-77.953,62
"138","capefear",2002,"spring",22.3762774430599,3.27840713741101,34.227,-77.953,91
"139","capefear",2002,"summer",27.6327380822771,1.21200380396939,34.227,-77.953,92
"140","capefear",2002,"winter",12.0018652710682,2.62043561730968,34.227,-77.953,90
"141","capefear",2003,"fall",19.2681799882887,2.48159236895386,34.227,-77.953,62
"142","capefear",2003,"spring",21.9791703867791,3.59268616257114,34.227,-77.953,91
"143","capefear",2003,"summer",26.8130637860966,1.69315474291461,34.227,-77.953,92
"144","capefear",2003,"winter",10.5115869849867,3.9310051350358,34.227,-77.953,90
"145","capefear",2004,"fall",19.0817370467178,3.49024634961921,34.227,-77.953,62
"146","capefear",2004,"spring",22.5248548753984,4.28714524777289,34.227,-77.953,91
"147","capefear",2004,"summer",27.0966241256293,1.7432539629254,34.227,-77.953,92
"148","capefear",2004,"winter",10.0318470062259,2.77765272526974,34.227,-77.953,91
"149","capefear",2005,"fall",22.0200385874033,3.43954255919599,34.227,-77.953,34
"150","capefear",2005,"spring",20.3678354943883,4.384086025736,34.227,-77.953,91
"151","capefear",2005,"summer",28.2134024271987,1.45797782273741,34.227,-77.953,92
"152","capefear",2005,"winter",9.69422748261209,2.6692651193642,34.227,-77.953,90
"153","capefear",2006,"fall",18.7131339248,3.51429981239399,34.227,-77.953,62
"154","capefear",2006,"spring",22.1458147042345,3.32148333250122,34.227,-77.953,91
"155","capefear",2006,"summer",27.3606129891553,1.82713218246135,34.227,-77.953,92
"156","capefear",2006,"winter",11.5750825097816,1.53785697841781,34.227,-77.953,90
"157","capefear",2007,"fall",19.991568330356,4.5152489068347,34.227,-77.953,62
"158","capefear",2007,"spring",21.143316467013,4.21634567112023,34.227,-77.953,91
"159","capefear",2007,"summer",27.6375672606541,1.43936653998162,34.227,-77.953,92
"160","capefear",2007,"winter",11.7575452135936,2.77339975461982,34.227,-77.953,90
"161","capefear",2008,"fall",23.0293440420454,3.70298432443487,34.227,-77.953,53
"162","capefear",2008,"spring",27.227600833502,1.11053913117474,34.227,-77.953,30
"163","capefear",2008,"summer",28.2103320436218,1.31080745006871,34.227,-77.953,76
"164","capefear",2008,"winter",11.7845366279017,2.42791475939112,34.227,-77.953,17
"165","capefear",2012,"fall",24.8971650114444,0.342083911491094,34.2270011901855,-77.9530029296875,5
"166","capefear",2013,"fall",16.6408690578075,4.29495584070732,34.2270011901855,-77.9530029296875,92
"167","capefear",2013,"spring",25.2580153763643,0.772199718514539,34.2270011901855,-77.9530029296875,39
"168","capefear",2013,"summer",26.8872195339032,1.30294167902767,34.2270011901855,-77.9530029296875,92
"169","capefear",2014,"fall",16.8396865857159,4.77086689379389,34.2280006408691,-77.9540023803711,91
"170","capefear",2014,"spring",22.8059113351348,4.60306965919848,34.2280006408691,-77.9540023803711,91
"171","capefear",2014,"summer",27.5519260875073,1.64086141060513,34.2280006408691,-77.9540023803711,92
"172","capefear",2014,"winter",7.58221899453999,1.56147542767089,34.2280006408691,-77.9540023803711,30
"173","capefear",2015,"fall",16.5333765685389,3.03937115432359,34.2280006408691,-77.9540023803711,83
"174","capefear",2015,"spring",24.2580839883842,4.57089210050754,34.2280006408691,-77.9540023803711,91
"175","capefear",2015,"summer",29.8454435169155,1.40245899636931,34.2280006408691,-77.9540023803711,91
"176","capefear",2015,"winter",9.96676031629545,3.21843332130145,34.2280006408691,-77.9540023803711,90
"177","capefear",2016,"fall",16.3109054617353,4.16996881520545,34.2280006408691,-77.9540023803711,92
"178","capefear",2016,"spring",22.7174811163178,3.67279765910063,34.2280006408691,-77.9540023803711,91
"179","capefear",2016,"summer",28.8113232022233,1.98175852597571,34.2280006408691,-77.9540023803711,92
"180","capefear",2016,"winter",11.5209439416264,4.24699023473247,34.2280006408691,-77.9540023803711,91
"181","capefear",2017,"fall",17.376629217909,5.31734482358757,34.2280006408691,-77.9540023803711,92
"182","capefear",2017,"spring",23.4338976289529,2.97408646219631,34.2280006408691,-77.9540023803711,91
"183","capefear",2017,"summer",27.6902418451004,1.66830049155695,34.2280006408691,-77.9540023803711,92
"184","capefear",2017,"winter",12.5437282103511,2.48538430303603,34.2280006408691,-77.9540023803711,90
"185","capefear",2018,"fall",15.5722628579441,6.0350860408607,34.2280006408691,-77.9540023803711,92
"186","capefear",2018,"spring",22.626781477671,4.49796717426384,34.2280006408691,-77.9540023803711,91
"187","capefear",2018,"summer",27.9516770032666,1.44219765167114,34.2280006408691,-77.9540023803711,92
"188","capefear",2018,"winter",11.1766183912398,3.33823301145853,34.2280006408691,-77.9540023803711,85
"189","capefear",2019,"fall",17.0525518396291,5.82814036108947,34.2280006408691,-77.9540023803711,92
"190","capefear",2019,"spring",23.7299066634888,4.10260003533185,34.2280006408691,-77.9540023803711,90
"191","capefear",2019,"summer",28.6232311997339,1.46305705588624,34.2280006408691,-77.9540023803711,92
"192","capefear",2019,"winter",11.2646147573089,2.03685967320163,34.2280006408691,-77.9540023803711,90
"193","capefear",2020,"fall",16.4540828717657,4.8446370544998,34.2280006408691,-77.9540023803711,92
"194","capefear",2020,"spring",21.7743407120507,2.32251540516592,34.2280006408691,-77.9540023803711,91
"195","capefear",2020,"summer",27.8580842890202,2.43561149480386,34.2280006408691,-77.9540023803711,92
"196","capefear",2020,"winter",12.9362778969414,2.55766334656914,34.2280006408691,-77.9540023803711,91
"197","capefear",2021,"fall",17.4658225819681,4.61484578727455,34.2280006408691,-77.9540023803711,92
"198","capefear",2021,"spring",23.0096094147716,3.40442812944757,34.2280006408691,-77.9540023803711,91
"199","capefear",2021,"summer",27.886760213346,1.17355571994812,34.2280006408691,-77.9540023803711,92
"200","capefear",2021,"winter",10.3848716238759,2.75558320259423,34.2280006408691,-77.9540023803711,73
"201","duck",1997,"fall",17.7643555101759,3.42760586304491,36.183,-75.747,62
"202","duck",1997,"spring",14.5560170963193,3.36790422565447,36.183,-75.747,91
"203","duck",1997,"summer",22.7807861599283,2.4866710873196,36.183,-75.747,92
"204","duck",1997,"winter",7.91347211257535,1.43649539862953,36.183,-75.747,90
"205","duck",1998,"fall",18.5212997889952,3.03221444768586,36.183,-75.747,62
"206","duck",1998,"spring",16.4566749353864,4.31675693809743,36.183,-75.747,91
"207","duck",1998,"summer",23.7503717188546,2.45866246738883,36.183,-75.747,92
"208","duck",1998,"winter",8.23280007378737,0.927193973471468,36.183,-75.747,90
"209","duck",1999,"fall",18.1404848288475,2.50773050403619,36.183,-75.747,60
"210","duck",1999,"spring",15.5070630221689,4.05517204234514,36.183,-75.747,91
"211","duck",1999,"summer",24.7479720329706,2.91819545430963,36.183,-75.747,85
"212","duck",1999,"winter",8.30364612621693,1.19026045482549,36.183,-75.747,90
"213","duck",2000,"fall",16.6864562675316,3.1574115012958,36.183,-75.747,62
"214","duck",2000,"spring",14.911726154742,3.4480795358891,36.183,-75.747,91
"215","duck",2000,"summer",22.3659279770354,2.06048216692356,36.183,-75.747,82
"216","duck",2000,"winter",7.44086676916562,2.29746138663199,36.183,-75.747,91
"217","duck",2001,"fall",17.0568653342626,2.23602339006342,36.183,-75.747,62
"218","duck",2001,"spring",15.7688967799227,4.63708478677947,36.183,-75.747,91
"219","duck",2001,"summer",22.3702396291065,1.9915501613917,36.183,-75.747,92
"220","duck",2001,"winter",6.10558524289269,1.12815303884649,36.183,-75.747,90
"221","duck",2002,"fall",18.5496805143072,3.76014713249134,36.183,-75.747,62
"222","duck",2002,"spring",17.3083147275096,3.62739023201758,36.183,-75.747,91
"223","duck",2002,"summer",24.8661403562575,1.58651792998428,36.183,-75.747,92
"224","duck",2002,"winter",9.36160745793758,0.971048036474973,36.183,-75.747,90
"225","duck",2003,"fall",18.3800837738763,2.45677719740274,36.183,-75.747,62
"226","duck",2003,"spring",15.1537914981033,4.39835997751088,36.183,-75.747,91
"227","duck",2003,"summer",19.1408260373863,3.58666509287689,36.183,-75.747,88
"228","duck",2003,"winter",6.03686627189415,1.84000427901416,36.183,-75.747,90
"229","duck",2004,"fall",17.2487816824251,3.12653624418026,36.183,-75.747,62
"230","duck",2004,"spring",14.3790647072651,5.10596205471806,36.183,-75.747,91
"231","duck",2004,"summer",22.5757006343831,2.60646253106575,36.183,-75.747,92
"232","duck",2004,"winter",6.0662487746201,1.8716292455186,36.183,-75.747,91
"233","duck",2005,"fall",18.3533595346157,3.38877951280963,36.183,-75.747,62
"234","duck",2005,"spring",13.801109018222,4.46870695438331,36.183,-75.747,91
"235","duck",2005,"summer",23.3062879212584,2.83848170405606,36.183,-75.747,92
"236","duck",2005,"winter",5.45918748709671,1.8472575409396,36.183,-75.747,90
"237","duck",2006,"fall",17.5696788554853,3.11496744037179,36.183,-75.747,62
"238","duck",2006,"spring",15.113722382522,3.51159574560721,36.183,-75.747,91
"239","duck",2006,"summer",22.2265930349365,3.27571830274877,36.183,-75.747,92
"240","duck",2006,"winter",8.10234859690322,0.833582497700671,36.183,-75.747,90
"241","duck",2007,"fall",19.4932052813916,3.831881725632,36.183,-75.747,58
"242","duck",2007,"spring",15.1113365915403,4.10698635283464,36.183,-75.747,91
"243","duck",2007,"summer",23.5549457907964,3.0401504151469,36.183,-75.747,92
"244","duck",2007,"winter",8.67023928319049,2.14430120537006,36.183,-75.747,87
"245","duck",2008,"fall",17.6926689786157,2.91240055690897,36.183,-75.747,62
"246","duck",2008,"spring",15.8116743651851,3.64788581626012,36.183,-75.747,91
"247","duck",2008,"summer",23.4540979541556,2.04113795233009,36.183,-75.747,92
"248","duck",2008,"winter",8.92771976910014,1.18471786508659,36.183,-75.747,91
"249","duck",2009,"fall",15.1807078807049,4.2656826039316,36.1829986572266,-75.7470016479492,92
"250","duck",2009,"spring",8.78991917765223,0.337828450821898,36.1829986572266,-75.7470016479492,6
"251","duck",2009,"summer",22.0500188611392,2.74132458393348,36.1829986572266,-75.7470016479492,90
"252","duck",2010,"fall",14.0936740161971,5.40448948787164,36.1829986572266,-75.7470016479492,92
"253","duck",2010,"spring",15.9557207860204,4.614211493571,36.1829986572266,-75.7470016479492,91
"254","duck",2010,"summer",22.3631561128343,3.47792680592886,36.1829986572266,-75.7470016479492,89
"255","duck",2010,"winter",5.24636797453533,1.42756588322948,36.1829986572266,-75.7470016479492,90
"256","duck",2011,"fall",15.6333392355742,3.14040692469321,36.1829986572266,-75.7470016479492,92
"257","duck",2011,"spring",15.2644756027957,4.20469407092173,36.1829986572266,-75.7470016479492,91
"258","duck",2011,"summer",22.9487627407176,2.30184087070536,36.1829986572266,-75.7470016479492,61
"259","duck",2011,"winter",5.71462470029886,2.10232537666224,36.1829986572266,-75.7470016479492,90
"260","duck",2012,"fall",14.493406524007,4.35724710704668,36.1829986572266,-75.7470016479492,91
"261","duck",2012,"spring",17.6954574997985,3.60444002022686,36.1829986572266,-75.7470016479492,91
"262","duck",2012,"summer",23.6830212187794,1.99874965619671,36.1829986572266,-75.7470016479492,92
"263","duck",2012,"winter",10.2012328249589,1.62081537127082,36.1829986572266,-75.7470016479492,81
"264","duck",2013,"fall",15.258859637487,4.18775338233326,36.1829986572266,-75.7470016479492,92
"265","duck",2013,"spring",13.8705115159978,3.60149984970965,36.1829986572266,-75.7470016479492,88
"266","duck",2013,"summer",21.5774040271464,2.96050269490198,36.1829986572266,-75.7470016479492,92
"267","duck",2013,"winter",7.45227825481551,1.1776601104301,36.1829986572266,-75.7470016479492,90
"268","duck",2014,"fall",15.1131840527413,4.94304786706925,36.1839981079102,-75.7460021972656,92
"269","duck",2014,"spring",15.3598281559512,5.45092304234856,36.1839981079102,-75.7460021972656,91
"270","duck",2014,"summer",23.1797943124319,2.78098940410719,36.1839981079102,-75.7460021972656,92
"271","duck",2014,"winter",6.02576483687987,2.11238836294994,36.1839981079102,-75.7460021972656,90
"272","duck",2015,"fall",17.2958250395712,2.68210617018493,36.1839981079102,-75.7460021972656,91
"273","duck",2015,"spring",15.1717043498904,4.9759432786483,36.1839981079102,-75.7460021972656,91
"274","duck",2015,"summer",23.9508575963272,2.7810803603066,36.1839981079102,-75.7460021972656,91
"275","duck",2015,"winter",5.05281516563418,2.35623924082429,36.1839981079102,-75.7460021972656,90
"276","duck",2016,"fall",15.8647477569864,4.54101108673322,36.1839981079102,-75.7460021972656,92
"277","duck",2016,"spring",16.9300259013907,3.65713916263482,36.1839981079102,-75.7460021972656,91
"278","duck",2016,"summer",23.4181323066271,2.6526556931992,36.1839981079102,-75.7460021972656,92
"279","duck",2016,"winter",8.85032730690048,2.16906041266382,36.1839981079102,-75.7460021972656,80
"280","duck",2017,"fall",16.3274807323996,4.53888542700836,36.1839981079102,-75.7460021972656,92
"281","duck",2017,"spring",16.105933510961,3.59166944213657,36.1839981079102,-75.7460021972656,91
"282","duck",2017,"summer",21.8628654025856,3.02581726608973,36.1839981079102,-75.7460021972656,91
"283","duck",2017,"winter",8.56448326138794,1.03833410850048,36.1839981079102,-75.7460021972656,90
"284","duck",2018,"fall",15.941802475727,5.78064036554463,36.1839981079102,-75.7460021972656,92
"285","duck",2018,"spring",15.6496106663333,5.51280010338413,36.1839981079102,-75.7460021972656,91
"286","duck",2018,"summer",23.8261714040139,2.78522031198896,36.1839981079102,-75.7460021972656,92
"287","duck",2018,"winter",6.05994906441592,1.26616331277382,36.1839981079102,-75.7460021972656,90
"288","duck",2019,"fall",17.190473312932,3.28848322157972,36.1839981079102,-75.7460021972656,36
"289","duck",2019,"spring",16.0648035701303,4.29125148042152,36.1839981079102,-75.7460021972656,91
"290","duck",2019,"summer",21.4707023581959,3.57126859677924,36.1839981079102,-75.7460021972656,68
"291","duck",2019,"winter",7.75282064956915,1.13399661793474,36.1839981079102,-75.7460021972656,90
"292","hatteras",2010,"fall",13.9558137633308,6.68224971334014,35.2080001831055,-75.7030029296875,92
"293","hatteras",2010,"summer",26.3765798326809,1.43083761602211,35.2080001831055,-75.7030029296875,42
"294","hatteras",2011,"fall",16.326002410843,3.45150570332156,35.2080001831055,-75.7030029296875,92
"295","hatteras",2011,"spring",24.0391877294611,3.09191932661874,35.2080001831055,-75.7030029296875,47
"296","hatteras",2011,"summer",26.9103495298741,1.92198843255169,35.2080001831055,-75.7030029296875,61
"297","hatteras",2011,"winter",6.83128996196273,2.32614883000912,35.2080001831055,-75.7030029296875,47
"298","hatteras",2012,"fall",16.0018816266123,4.45391946600863,35.2080001831055,-75.7030029296875,92
"299","hatteras",2012,"spring",21.6812595040415,3.42634816106738,35.2080001831055,-75.7030029296875,91
"300","hatteras",2012,"summer",26.4061365231272,1.56770907893079,35.2080001831055,-75.7030029296875,80
"301","hatteras",2012,"winter",13.169699311183,3.30108578187905,35.2080001831055,-75.7030029296875,89
"302","hatteras",2013,"spring",21.0053100947357,4.74131080865342,35.2080001831055,-75.7030029296875,87
"303","hatteras",2013,"summer",28.6878201089209,1.36849156440308,35.2080001831055,-75.7030029296875,58
"304","hatteras",2013,"winter",11.477326182017,2.22425909521597,35.2080001831055,-75.7030029296875,90
"305","hatteras",2014,"fall",16.2052061340539,4.65743385556725,35.2089996337891,-75.7040023803711,92
"306","hatteras",2014,"spring",21.3669810579808,4.22536250430512,35.2089996337891,-75.7040023803711,91
"307","hatteras",2014,"summer",26.7226174002954,1.24691170935921,35.2089996337891,-75.7040023803711,85
"308","hatteras",2014,"winter",11.0924715306388,1.4835317009559,35.2089996337891,-75.7040023803711,19
"309","hatteras",2015,"fall",19.1706163892001,2.96698417165368,35.2089996337891,-75.7040023803711,92
"310","hatteras",2015,"spring",22.213503796446,4.19024807415502,35.2089996337891,-75.7040023803711,91
"311","hatteras",2015,"summer",26.8681366390281,1.14211124961722,35.2089996337891,-75.7040023803711,92
"312","hatteras",2015,"winter",9.554560963417,3.405307681771,35.2089996337891,-75.7040023803711,90
"313","hatteras",2016,"fall",17.7185627307315,3.89187553411984,35.2089996337891,-75.7040023803711,92
